address,borough_name,borough_abbrev,bin_number,block,lot,inspection_date,access_1,ecb_violation_number,dob_violation_number,longitude,latitude
174 BEDFORD AVENUE,Brooklyn,BK,3061926,2319,22,2017-03-31,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35245327P,033117CNEJM02,-73.95768015,40.71816803
174 BEDFORD AVENUE,Brooklyn,BK,3061926,2319,22,2014-02-21,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35081431R,,-73.95768015,40.71816803
174 BEDFORD AVENUE,Brooklyn,BK,3061926,2319,22,2014-02-22,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35081431R,,-73.95768015,40.71816803
174 BROADWAY,Manhattan,MN,1001099,65,16,2013-11-01,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-74.00972802,40.7097974
174 ORCHARD STREET,Manhattan,MN,1005387,412,2,2017-06-03,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.98819995,40.72154413
174 PORT RICHMOND AVENUE,Staten Island,SI,5025380,1077,52,2013-12-08,MARCH: CONTRARY TO APPROVED PLANS/ECB NOV ISSUED,35064947N,120713PANEMR02,-74.1345966,40.6369647
174 PORT RICHMOND AVENUE,Staten Island,SI,5025380,1077,52,2014-08-15,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-74.1345966,40.6369647
174 PORT RICHMOND AVENUE,Staten Island,SI,5025380,1077,52,2012-08-17,MARCH: CONTRARY TO APPROVED PLANS/ECB NOV ISSUED,34985360Y,,-74.1345966,40.6369647
1744 NOSTRAND AVENUE,Brooklyn,BK,3327301,5173,35,2014-05-22,ADMINISTRATIVE CLOSURE NN,,,-73.94906684,40.64346524
1744 NOSTRAND AVENUE,Brooklyn,BK,3327301,5173,35,2016-06-05,MARCH: NO PA PERMIT/ECB NOV ISSUED,35180557X,060516CNEMR03,-73.94906684,40.64346524
1744 NOSTRAND AVENUE,Brooklyn,BK,3327301,5173,35,2016-06-05,MARCH: NO PA PERMIT/ECB NOV ISSUED,35180558H,060516CNEMR03,-73.94906684,40.64346524
1744 NOSTRAND AVENUE,Brooklyn,BK,3327301,5173,35,2014-05-17,MARCH: CONTRARY TO APPROVED PLANS/ECB NOV ISSUED,35095751N,051814PAERR01/CNELC01,-73.94906684,40.64346524
1744 NOSTRAND AVENUE,Brooklyn,BK,3327301,5173,35,2016-06-05,MARCH: NO PA PERMIT/ECB NOV ISSUED,35180557X,060516CNEMR02,-73.94906684,40.64346524
1744 NOSTRAND AVENUE,Brooklyn,BK,3327301,5173,35,2016-06-05,MARCH: NO PA PERMIT/ECB NOV ISSUED,35180558H,060516CNEMR02,-73.94906684,40.64346524
1744 NOSTRAND AVENUE,Brooklyn,BK,3327301,5173,35,2014-05-17,MARCH: CONTRARY TO APPROVED PLANS/ECB NOV ISSUED,35064795N,051814PAERR01/CNELC01,-73.94906684,40.64346524
1744 NOSTRAND AVENUE,Brooklyn,BK,3327301,5173,35,2017-04-08,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.94906684,40.64346524
175 WEST 90 STREET,Manhattan,MN,1032489,1221,1,2012-06-01,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.97251092,40.790398
1757 ARTHUR KILL ROAD,Staten Island,SI,5112496,5965,40,2015-08-09,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-74.19729995,40.5597337
1759 LEXINGTON AVENUE,Manhattan,MN,1052148,1637,21,2014-03-07,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.94457492,40.79430455
1759 LEXINGTON AVENUE,Manhattan,MN,1052148,1637,21,2012-10-07,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.94457492,40.79430455
1759 LEXINGTON AVENUE,Manhattan,MN,1052148,1637,21,2012-03-03,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.94457492,40.79430455
176 AUDUBON AVENUE,Manhattan,MN,1063123,2130,17,2012-12-08,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.93600291,40.84410005
1765 NOSTRAND AVENUE,Brooklyn,BK,3111301,4947,81,2014-05-18,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.94838223,40.64272065
1765 NOSTRAND AVENUE,Brooklyn,BK,3111301,4947,81,2013-05-04,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.94838223,40.64272065
1770 EAST GUN HILL ROAD,Bronx,BX,2095043,4494,1,2014-04-12,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.8348873,40.86346569
1773 NOSTRAND AVENUE,Brooklyn,BK,3111298,4947,78,2014-01-17,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.94836496,40.64255785
1773 NOSTRAND AVENUE,Brooklyn,BK,3111298,4947,78,2014-05-18,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.94836496,40.64255785
1780 AMSTERDAM AVENUE,Manhattan,MN,1062032,2080,28,2014-10-04,MARCH: EXIT PASSAGE OBSTRUCTED/ECB NOV ISSUED,35103478Z,100414CERDM01,-73.94643068,40.82738733
1780 AMSTERDAM AVENUE,Manhattan,MN,1062032,2080,28,2014-10-04,MARCH: EXIT PASSAGE OBSTRUCTED/ECB NOV ISSUED,35103249P,100414CERDM01,-73.94643068,40.82738733
179-22 UNION TURNPIKE,Queens,QN,4155490,7229,16,2015-02-27,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.78839837,40.72654647
179-22 UNION TURNPIKE,Queens,QN,4155490,7229,16,2014-08-15,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.78839837,40.72654647
179-22 UNION TURNPIKE,Queens,QN,4155490,7229,16,2013-08-09,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.78839837,40.72654647
179-22 UNION TURNPIKE,Queens,QN,4155490,7229,16,2016-12-16,MARCH: WORK WITHOUT PERMIT/ECB NOV ISSUED,35219153P,121616CNETV02,-73.78839837,40.72654647
1793 JEROME AVENUE,Bronx,BX,2124737,2861,151,2014-05-10,MARCH: FAILURE TO MAINTAIN BLDG/ECB NOV ISSUED,35095750L,051014CNER01,-73.91165232,40.84923884
18 SPRING STREET,Manhattan,MN,1083495,479,19,2015-08-22,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.99503107,40.72126744
18-23 MOTT AVENUE,Queens,QN,4298248,15560,30,2013-04-23,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.75069242,40.60283543
180-25 LINDEN BOULEVARD,Queens,QN,4220010,10315,112,2017-05-06,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.76566595,40.69233251
1805 CARTER AVENUE,Bronx,BX,2009386,2892,63,2015-06-21,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35136785J,062115PANEJM01,-73.90298264,40.84610697
1805 CARTER AVENUE,Bronx,BX,2009386,2892,63,2016-01-31,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35168356H,013116CNEJWS02,-73.90298264,40.84610697
1805 CARTER AVENUE,Bronx,BX,2009386,2892,63,2016-01-31,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35168356H,013116CNEJWS01,-73.90298264,40.84610697
1805 CARTER AVENUE,Bronx,BX,2009386,2892,63,2016-01-31,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35168357J,013116CNEJWS01,-73.90298264,40.84610697
1805 CARTER AVENUE,Bronx,BX,2009386,2892,63,2016-01-31,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35168357J,013116CNEJWS02,-73.90298264,40.84610697
1806 CEDAR AVENUE,Bronx,BX,2009226,2881,1,2015-06-21,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.92016208,40.85247932
1808 HONE AVENUE,Bronx,BX,2100450,4129,40,2013-08-17,MARCH: WORK WITHOUT PERMIT/ECB NOV ISSUED,35025399J,081713CNEMR01,-73.8547124,40.84911049
181 EAST 108 STREET,Manhattan,MN,1052139,1636,132,2012-10-07,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.94408973,40.79327941
181-34 UNION TURNPIKE,Queens,QN,4155495,7229,37,2014-03-01,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.7864794,40.72716569
1819 PALMETTO STREET,Queens,QN,4082560,3455,41,2014-04-06,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35081418M,040614CNETZ01,-73.90746964,40.70337522
1819 UTICA AVENUE,Brooklyn,BK,3216425,7798,54,2012-08-12,MARCH: FAILURE TO MAINTAIN BLDG/ECB NOV ISSUED,34951799P,0812123CERFC01,-73.92746018,40.62778294
182-01 JAMAICA AVENUE,Queens,QN,4211807,9900,10,2013-01-18,MARCH: FAILURE TO MAINTAIN BLDG/ECB NOV ISSUED,35000150N,,-73.77901817,40.70901421
183-01 HORACE HARDING EXPRESSWAY,Queens,QN,4152747,7067,11,2012-08-25,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.79116852,40.74013356
184-13 JAMAICA AVENUE,Queens,QN,4211972,9905,28,2012-06-09,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.77563455,40.70946505
184-15 JAMAICA AVENUE,Queens,QN,4211971,9905,27,2015-06-27,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.77556765,40.70948749
184-17 JAMAICA AVENUE,Queens,QN,4211970,9905,26,2015-06-27,MARCH: FAILURE TO MAINTAIN BLDG/ECB NOV ISSUED,35126896N,062715CERDM01,-73.77549876,40.7095106
1852 WESTCHESTER AVENUE,Bronx,BX,2024829,3766,47,2016-06-03,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.86385054,40.83231093
1859 WESTCHESTER AVENUE,Bronx,BX,2027965,3879,2,2017-02-04,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.86402627,40.83276211
1859 WESTCHESTER AVENUE,Bronx,BX,2027965,3879,2,2013-01-26,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.86402627,40.83276211
186 INDIA STREET,Brooklyn,BK,3064489,2541,29,2013-02-02,MARCH: NO ENFORCEMENT ACTION TAKEN,,,,
1872 WEBSTER AVENUE,Bronx,BX,2009452,2900,58,2014-04-25,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.900802,40.84726854
188-25 LINDEN BOULEVARD,Queens,QN,4221049,10381,67,2012-10-27,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.76314488,40.69196212
1880 CARTER AVENUE,Bronx,BX,2009390,2892,118,2015-06-21,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.90146526,40.84749297
1880 CARTER AVENUE,Bronx,BX,2009390,2892,118,2016-01-31,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.90146526,40.84749297
1880 CARTER AVENUE,Bronx,BX,2009390,2892,118,2017-04-02,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.90146526,40.84749297
189 CHRYSTIE STREET,Manhattan,MN,1005721,426,33,2013-02-02,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35000162K,020213CERFC03,-73.99227779,40.72188778
189 CHRYSTIE STREET,Manhattan,MN,1005721,426,33,2013-05-06,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.99227779,40.72188778
189 CHRYSTIE STREET,Manhattan,MN,1005721,426,33,2013-02-02,MARCH: FAILURE TO MAINTAIN BLDG/ECB NOV ISSUED,35000161Z,020213CERFC02,-73.99227779,40.72188778
189 CHRYSTIE STREET,Manhattan,MN,1005721,426,33,2016-06-26,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.99227779,40.72188778
189 CHRYSTIE STREET,Manhattan,MN,1005721,426,33,2014-07-27,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.99227779,40.72188778
1890 EASTCHESTER ROAD,Bronx,BX,2046946,4209,15,2012-08-14,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.84372537,40.85136109
19 BROAD STREET,Staten Island,SI,5113094,525,20,2015-07-31,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-74.07586717,40.62576706
19 BROAD STREET,Staten Island,SI,5113094,525,20,2015-05-30,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-74.07586717,40.62576706
19 CORSON AVENUE,Staten Island,SI,5000296,18,74,2015-05-31,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-74.07957349,40.63834498
19-26 STEINWAY STREET,Queens,QN,4845433,811,19,2016-05-21,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.90053255,40.7778852
191 7 AVENUE,Manhattan,MN,1080586,797,2,2016-12-18,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.99608509,40.74293181
191 GRAHAM AVENUE,Brooklyn,BK,3070977,3043,20,2015-03-29,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.94371287,40.70856835
191 GRAHAM AVENUE,Brooklyn,BK,3070977,3043,20,2015-09-18,MARCH: WORK WITHOUT PERMIT/ECB NOV ISSUED,35160827Z,091915CERLP02,-73.94371287,40.70856835
1912 86 STREET,Brooklyn,BK,3166760,6372,51,2014-06-21,MARCH: WORK WITHOUT PERMIT/ECB NOV ISSUED,35095714Y,062114CNEAC03,-74.00026109,40.60547454
1915 CONEY ISLAND AVENUE,Brooklyn,BK,3181684,6758,63,2015-06-07,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35136725H,060715CNEAC01,-73.96215688,40.61075955
1915 CONEY ISLAND AVENUE,Brooklyn,BK,3181684,6758,63,2013-01-04,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,34925568Z,,-73.96215688,40.61075955
1915 CONEY ISLAND AVENUE,Brooklyn,BK,3181684,6758,63,2014-01-17,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35081527L,011814PANEDM03,-73.96215688,40.61075955
1915 CONEY ISLAND AVENUE,Brooklyn,BK,3181684,6758,63,2014-07-12,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.96215688,40.61075955
192 AVENUE U,Brooklyn,BK,3192528,7121,5,2016-09-10,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.97695909,40.59632869
192 AVENUE U,Brooklyn,BK,3192528,7121,5,2015-12-04,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.97695909,40.59632869
1925 FLATBUSH AVENUE,Brooklyn,BK,3217220,7819,26,2012-06-18,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.9368395,40.6230168
1925 FLATBUSH AVENUE,Brooklyn,BK,3217220,7819,26,2012-08-11,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.9368395,40.6230168
1928 FLATBUSH AVENUE,Brooklyn,BK,3217120,7815,1,2012-06-16,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.93722979,40.62252745
1930 GRAND CONCOURSE,Bronx,BX,2007721,2810,1,2015-06-21,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.90491098,40.84998353
194-01 LINDEN BOULEVARD,Queens,QN,4238345,11066,10,2012-10-27,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.75770331,40.6931842
194-01 LINDEN BOULEVARD,Queens,QN,4238345,11066,10,2015-08-21,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.75770331,40.6931842
194-01 LINDEN BOULEVARD,Queens,QN,4238345,11066,10,2014-06-28,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.75770331,40.6931842
194-01 LINDEN BOULEVARD,Queens,QN,4238345,11066,10,2014-01-31,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.75770331,40.6931842
194-01 LINDEN BOULEVARD,Queens,QN,4238345,11066,10,2014-06-29,ADMINISTRATIVE CLOSURE NN,,,-73.75770331,40.6931842
194-01 LINDEN BOULEVARD,Queens,QN,4238345,11066,10,2013-03-23,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.75770331,40.6931842
195 BOWERY,Manhattan,MN,1079085,425,7501,2014-01-03,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.99318527,40.72072214
195 DEKALB AVENUE,Brooklyn,BK,3399822,2090,1,2017-03-11,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.97189324,40.68969739
197 EAST 3 STREET,Manhattan,MN,1005000,399,39,2016-07-30,MARCH: NO PA PERMIT/ECB NOV ISSUED,35196883H,073016CERLP03,-73.98320654,40.72301493
197 EAST 39 STREET,Brooklyn,BK,3108926,4876,58,2012-09-15,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.94080349,40.65245514
199 BOWERY,Manhattan,MN,1087253,425,7502,2013-10-04,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.99325997,40.72103851
199 BOWERY,Manhattan,MN,1087253,425,7502,2014-07-27,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.99325997,40.72103851
199 BOWERY,Manhattan,MN,1087253,425,7502,2015-01-31,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.99325997,40.72103851
2 LEXINGTON AVENUE,Manhattan,MN,1017990,877,18,2017-06-10,MARCH: EXIT PASSAGE OBSTRUCTED/ECB NOV ISSUED,35245281Z,061017CNEMT03,-73.98576057,40.7385495
2 SNEDEN AVENUE,Staten Island,SI,5080382,6244,13,2014-03-30,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35090906X,03302014CNEMR01,-74.17714194,40.54032348
2 WEST 35 STREET,Manhattan,MN,1015878,836,43,2014-04-04,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35081417K,040514CNETZ01,-73.98457719,40.74910054
20 PRINCE STREET,Manhattan,MN,1007482,493,17,2017-04-09,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35245525X,040917CNEWB01,-73.99454465,40.72262372
20 WEST 39 STREET,Manhattan,MN,1016007,840,60,2013-04-05,MARCH: CONTRARY TO APPROVED PLANS/ECB NOV ISSUED,35014959P,,-73.9835973,40.75189349
20 WEST 39 STREET,Manhattan,MN,1016007,840,60,2013-04-05,MARCH: CONTRARY TO APPROVED PLANS/ECB NOV ISSUED,35015070P,,-73.9835973,40.75189349
20 WEST 39 STREET,Manhattan,MN,1016007,840,60,2012-09-08,MARCH: NO PA PERMIT/ECB NOV ISSUED,34995330M,090812PANEJM02,-73.9835973,40.75189349
20-09 NEW HAVEN AVENUE,Queens,QN,4300972,15760,23,2013-04-23,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.75431133,40.60061824
202 42 STREET,Brooklyn,BK,3337145,722,8,2014-08-23,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-74.01230731,40.65331941
2020 WHITE PLAINS ROAD,Bronx,BX,2047885,4257,30,2015-05-01,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.86745958,40.85078798
2020 WHITE PLAINS ROAD,Bronx,BX,2047885,4257,30,2016-01-10,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.86745958,40.85078798
2021 7 AVENUE,Manhattan,MN,1057675,1906,1,2012-08-25,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.94974742,40.80635182
203 AUDUBON AVENUE,Manhattan,MN,1063179,2132,1,2014-05-16,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.93481296,40.84499228
203 AUDUBON AVENUE,Manhattan,MN,1063179,2132,1,2016-09-25,MARCH: NO PA PERMIT/ECB NOV & PARTIAL VACATE ISSUED P,35196823X,092516CONER01,-73.93481296,40.84499228
203 AUDUBON AVENUE,Manhattan,MN,1063179,2132,1,2016-09-25,MARCH: NO PA PERMIT/ECB NOV & PARTIAL VACATE ISSUED P,35197308X,092516CONER01,-73.93481296,40.84499228
203 AUDUBON AVENUE,Manhattan,MN,1063179,2132,1,2016-09-25,MARCH: NO PA PERMIT/ECB NOV & PARTIAL VACATE ISSUED P,35197308X,092516CONEMR01,-73.93481296,40.84499228
203 AUDUBON AVENUE,Manhattan,MN,1063179,2132,1,2016-09-25,MARCH: NO PA PERMIT/ECB NOV & PARTIAL VACATE ISSUED P,35196823X,092516CONEMR01,-73.93481296,40.84499228
2031 WESTCHESTER AVENUE,Bronx,BX,2028931,3932,26,2012-07-14,MARCH: WORK WITHOUT PERMIT/ECB NOV ISSUED,34955587L,07142012PAERAC01,-73.85677099,40.83386641
2031 WESTCHESTER AVENUE,Bronx,BX,2028931,3932,26,2012-07-14,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,34940180H,071412CNEMC01,-73.85677099,40.83386641
2032 RICHMOND TERRACE,Staten Island,SI,5023700,1003,22,2014-08-15,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-74.1310949,40.64004981
204 VARICK STREET,Manhattan,MN,1008118,520,1,2014-02-22,MARCH: EXIT PASSAGE OBSTRUCTED/ECB NOV ISSUED,35064780K,022314PANELC01,-74.00478908,40.72825513
204 VARICK STREET,Manhattan,MN,1008118,520,1,2013-11-10,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-74.00478908,40.72825513
204 VARICK STREET,Manhattan,MN,1008118,520,1,2014-02-24,PLEASE SEE COMPLAINT NUMBER,,,-74.00478908,40.72825513
2041 7 AVENUE,Manhattan,MN,1079482,1907,1,2016-04-08,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.94925501,40.80707415
2041 7 AVENUE,Manhattan,MN,1079482,1907,1,2017-05-13,PLEASE SEE COMPLAINT NUMBER,,,-73.94925501,40.80707415
2041 7 AVENUE,Manhattan,MN,1079482,1907,1,2017-05-13,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.94925501,40.80707415
2041 ADAM CLAYTON POWELL BOULEVARD,Manhattan,MN,1079482,1907,1,2014-10-17,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.94925501,40.80707415
205 CHRYSTIE STREET,Manhattan,MN,1005715,426,25,2016-12-02,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35160803Y,120216CERLP02,-73.99195719,40.72238749
205 CHRYSTIE STREET,Manhattan,MN,1005715,426,25,2016-06-26,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35180173R,062616CNEJM03,-73.99195719,40.72238749
205 CHRYSTIE STREET,Manhattan,MN,1005715,426,25,2017-04-09,MARCH: NO PA PERMIT/ECB NOV ISSUED,35245527J,040917PANEWB02,-73.99195719,40.72238749
2055 FULTON STREET,Brooklyn,BK,3042000,1541,2,2014-07-19,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.91112137,40.67853197
2055 FULTON STREET,Brooklyn,BK,3042000,1541,2,2013-08-16,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.91112137,40.67853197
2055 FULTON STREET,Brooklyn,BK,3042000,1541,2,2014-01-10,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.91112137,40.67853197
207-13 JAMAICA AVENUE,Queens,QN,4224472,10540,4,2014-10-26,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.75271484,40.71449675
207-13 JAMAICA AVENUE,Queens,QN,4224472,10540,4,2013-05-12,MARCH: NO PA PERMIT/ECB NOV ISSUED,35014968R,,-73.75271484,40.71449675
207-13 JAMAICA AVENUE,Queens,QN,4224472,10540,4,2014-01-04,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.75271484,40.71449675
2071 CLOVE ROAD,Staten Island,SI,5112655,2921,6,2017-03-27,PLEASE SEE COMPLAINT NUMBER,,,-74.08316348,40.60497212
2071 CLOVE ROAD,Staten Island,SI,5112655,2921,6,2017-03-24,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-74.08316348,40.60497212
2071 CLOVE ROAD,Staten Island,SI,5112655,2921,6,2017-03-30,NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,,,-74.08316348,40.60497212
208-13 JAMAICA AVENUE,Queens,QN,4224496,10541,4,2013-05-12,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.75183368,40.71475748
2086 CONEY ISLAND AVENUE,Brooklyn,BK,3177641,6666,130,2013-02-02,MARCH: FAILURE TO MAINTAIN BLDG/ECB NOV ISSUED,34995123J,020313CNETZ01,-73.96213455,40.60630955
2086 CONEY ISLAND AVENUE,Brooklyn,BK,3177641,6666,130,2013-02-02,MARCH: FAILURE TO MAINTAIN BLDG/ECB NOV ISSUED,35006503R,020313CNETZ01,-73.96213455,40.60630955
2086 CONEY ISLAND AVENUE,Brooklyn,BK,3177641,6666,130,2013-02-02,MARCH: FAILURE TO MAINTAIN BLDG/ECB NOV ISSUED,35006503R,,-73.96213455,40.60630955
21 9 AVENUE,Manhattan,MN,1012214,645,44,2016-12-10,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-74.00624628,40.7402082
21 ESSEX STREET,Manhattan,MN,1003813,297,19,2017-06-02,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.99010106,40.71539494
21 RECTOR STREET,Manhattan,MN,1000794,18,7501,2013-02-22,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-74.01408575,40.70787634
21-13 ASTORIA BOULEVARD,Queens,QN,4449478,884,55,2014-03-07,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.92526351,40.7722507
210 CANAL STREET,Manhattan,MN,1085449,199,7501,2014-02-15,ADMINISTRATIVE CLOSURE NN,,,-73.99895997,40.71697409
210 WEST 35 STREET,Manhattan,MN,1014411,784,50,2013-04-05,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.99069721,40.7516554
2102 AMSTERDAM AVENUE,Manhattan,MN,1062900,2121,45,2017-03-03,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.93901943,40.83753421
2106 AMSTERDAM AVENUE,Manhattan,MN,1062898,2121,41,2013-11-01,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.93891445,40.8376777
2106 AMSTERDAM AVENUE,Manhattan,MN,1062898,2121,41,2017-03-03,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.93891445,40.8376777
2110 RICHMOND ROAD,Staten Island,SI,5095447,3578,9,2014-03-28,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-74.1114878,40.58129235
212 AVENUE A,Manhattan,MN,1086159,407,7502,2013-12-12,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35064689J,121213CNETV01,-73.98032065,40.7297155
212 NAGLE AVENUE,Manhattan,MN,1064714,2217,33,2017-06-18,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.92290877,40.86250058
212-22 JAMAICA AVENUE,Queens,QN,4238774,11083,30,2015-11-07,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.74619695,40.71555168
2123 AVENUE Z,Brooklyn,BK,3204446,7441,331,2013-02-02,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.94757215,40.58896181
2123 AVENUE Z,Brooklyn,BK,3204446,7441,331,2013-02-04,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.94757215,40.58896181
213 2 AVENUE,Manhattan,MN,1006911,469,37,2017-07-14,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.98565365,40.73188077
213 EAST 170 STREET,Bronx,BX,2007990,2832,28,2016-11-06,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.91284698,40.83862313
213 EAST 170 STREET,Bronx,BX,2007990,2832,28,2015-10-31,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.91284698,40.83862313
